time_ms,cpu_percent
0,0.0
882,0.0
2058,26.582
2254,26.582
2450,25.926
2646,26.25
2891,12.5
3087,17.949
3283,32.5
3479,42.5
3675,31.25
3871,35.443
4067,38.961
4263,35.0
4459,27.848
4655,20.0
4851,23.077
5047,27.848
5292,29.114
5488,40.741
5684,43.038
5880,41.772
6076,30.12
6272,15.385
6468,0.0
6664,0.0
6860,1.282
7056,0.0
7252,0.0
7497,0.0
7693,0.0
7889,0.0
8085,0.0
8281,0.0
8477,0.0
8673,0.0
8869,0.0
9065,2.532
9261,0.0
9457,8.642
9653,23.377
9898,25.0
10094,7.595
10290,1.282
10486,1.266
10682,0.0
10878,1.266
11074,0.0
11270,1.25
11466,9.091
11662,3.797
11858,0.0
12054,0.0
12299,0.0
12495,1.282
12691,0.0
12887,0.0
13083,0.0
13279,0.0
13475,1.282
13671,0.0
13867,1.282
14063,0.0
14259,0.0
14455,0.0
14700,0.0
14896,1.266
15092,0.0
15288,6.329
15484,6.41
15680,0.0
15876,0.0
16072,0.0
16268,1.25
16464,0.0
16660,0.0
16856,0.0
17101,0.0
17297,1.25
17493,0.0
17689,0.0
17885,1.299
18081,0.0
18277,1.25
18473,0.0
18669,0.0
18865,0.0
19061,0.0
19257,1.282
19502,0.0
19698,0.0
19894,1.25
20090,0.0
20286,0.0
20482,22.5
20678,23.077
20874,18.987
21070,11.392
21266,18.75
21462,16.25
21707,25.974
21903,36.709
22099,40.0
22295,40.506
22491,6.329
22687,1.25
22883,0.0
23079,0.0
23275,0.0
23471,0.0
23667,0.0
23863,0.0
24108,0.0
24304,0.0
24500,0.0
24696,0.0
24892,0.0
25088,0.0
25284,0.0
25480,0.0
25676,0.0
25872,0.0
26068,0.0
26264,0.0
26509,0.0
26705,0.0
26901,0.0
27097,0.0
27293,0.0
27489,0.0
27685,27.5
27881,25.926
28077,3.797
28273,1.299
28469,0.0
28665,0.0
28910,0.0
29106,0.0
29302,1.266
29498,8.75
29694,2.564
29890,1.25
30086,0.0
30282,0.0
30478,1.235
30674,0.0
30870,0.0
31066,0.0
31311,0.0
31507,0.0
31703,0.0
31899,2.469
32095,0.0
32291,0.0
32487,0.0
32683,0.0
32879,1.25
33075,1.235
33271,6.329
33467,0.0
33712,0.0
33908,0.0
34104,0.0
34300,1.266
34496,0.0
34692,0.0
34888,0.0
35084,0.0
35280,0.0
35476,0.0
35672,1.266
35868,0.0
36113,0.0
36309,2.532
36505,0.0
36701,0.0
36897,0.0
37093,0.0
37289,0.0
37485,0.0
37681,1.235
37877,0.0
38073,0.0
38269,12.346
38514,12.658
38710,21.519
38906,14.634
39102,30.38
39298,24.051
39494,23.457
39690,0.0
39886,0.0
40082,0.0
40278,0.0
40474,0.0
40719,0.0
40915,0.0
41111,0.0
41307,0.0
41503,0.0
41699,0.0
41895,0.0
42091,0.0
42287,0.0
42483,0.0
42679,0.0
42875,0.0
43120,0.0
43316,0.0
43512,0.0
43708,0.0
43904,0.0
44100,0.0
44296,0.0
44492,0.0
44688,3.846
44884,15.0
45080,6.329
45276,0.0
45521,0.0
45717,0.0
45913,0.0
46109,0.0
46305,0.0
46501,0.0
46697,0.0
46893,2.532
47089,0.0
47285,0.0
47481,0.0
47677,0.0
47922,0.0
48118,0.0
48314,0.0
48510,0.0
48706,0.0
48902,0.0
49098,0.0
49294,0.0
49490,0.0
49686,0.0
49882,0.0
