time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
1482,0,0
1989,0,0
2496,2093,6627
3003,0,0
3471,0,0
4017,0,0
4524,0,0
5031,0,0
5538,0,0
6084,0,0
6591,0,0
7098,0,0
7605,0,0
8151,0,0
8658,0,0
9165,0,0
9672,0,0
10179,0,0
10686,0,0
11193,0,0
11739,0,0
12246,0,0
12753,0,0
13260,0,0
13767,0,0
14274,0,0
14781,0,0
15288,0,0
15834,0,0
16341,0,0
16848,0,0
17394,0,0
17901,0,0
18408,0,0
18915,0,0
19422,0,0
19929,0,0
20475,0,0
20982,0,0
21489,0,0
21996,0,0
22503,0,0
23010,0,0
23517,0,0
24024,0,0
24570,0,0
25077,0,0
25584,18402,4570
26091,0,0
26598,113779,4029
27105,7467998,84194
27651,7543386,0
28158,5351081,75503
28665,8818041,11142
29172,5143632,80693
29679,7800711,0
30186,13789632,121592
30693,0,0
31239,1422149,9011
31746,0,0
32253,135552,4317
32760,0,0
33267,0,0
33774,198900,8242
34281,0,0
34788,0,0
35295,237278,4566
35802,0,0
36348,217260,5148
36855,0,0
37362,126055,4856
37869,0,0
38415,0,0
38922,163571,6487
39429,0,0
39975,187114,3835
