time_ms,cpu_percent
0,0.0
572,0.0
1760,14.465
1980,17.284
2156,8.28
2376,4.938
2552,17.834
2772,16.564
2948,0.0
3168,0.0
3388,0.0
3564,0.0
3784,0.0
3960,0.0
4180,0.0
4356,0.0
4576,0.0
4752,0.0
4972,0.0
5192,0.0
5368,0.0
5588,0.0
5764,0.0
5984,0.633
6160,0.641
6380,0.0
6556,0.0
6776,0.0
6996,0.0
7172,8.442
7392,5.096
7568,0.633
7788,0.0
7964,0.0
8184,0.0
8360,0.0
8580,0.0
8800,0.0
8976,0.0
9196,0.0
9372,0.0
9592,0.0
9768,0.0
9988,0.0
10164,0.0
10384,0.0
10604,0.0
10780,0.0
11000,0.0
11176,0.0
11396,0.0
11572,0.0
11792,0.637
11968,0.0
12188,0.0
12408,0.0
12584,3.106
12804,8.75
12980,2.439
13200,0.625
13376,0.0
13596,0.0
13772,0.0
13992,0.0
14212,0.0
14388,0.0
14608,0.0
14784,0.0
15004,0.0
15180,0.0
15400,0.0
15620,0.0
15796,0.0
16016,0.0
16192,0.0
16412,0.0
16588,0.0
16808,0.0
16984,0.0
17204,0.0
17380,0.0
17600,0.0
17820,0.0
17996,0.0
18216,8.861
18392,4.969
18612,0.637
18788,0.0
19008,0.0
19184,0.0
19404,0.0
19624,0.0
19800,0.0
20020,0.0
20196,0.0
20416,0.0
20592,0.0
20812,0.0
20988,0.0
21208,0.0
21384,0.0
21604,0.0
21824,0.0
22000,0.0
22220,0.0
22396,0.0
22616,0.0
22792,0.0
23012,0.0
23188,0.0
23408,0.0
23628,9.375
23804,4.375
24024,16.34
24200,7.547
24420,0.629
24596,0.0
24816,0.0
24992,0.0
25212,0.0
25432,0.0
25608,0.0
25828,0.0
26004,0.0
26224,0.0
26400,0.0
26620,0.0
26796,0.0
27016,0.0
27192,0.0
27412,0.0
27632,0.0
27808,0.0
28028,0.0
28204,0.0
28424,0.0
28600,0.0
28820,0.0
28996,0.0
29216,0.0
29436,5.882
29612,8.333
29832,0.645
30008,0.0
30228,0.0
30404,0.0
30624,0.0
30800,0.0
31020,0.0
31240,3.145
31416,3.311
31636,0.0
31812,0.0
32032,0.0
32208,0.0
32428,0.0
32604,0.0
32824,0.0
33000,0.0
33220,0.0
33440,0.0
33616,0.0
33836,0.0
34012,0.0
34232,0.0
34408,0.0
34628,0.0
34848,3.704
35024,12.258
35244,0.654
35420,0.0
35640,0.0
35816,0.0
36036,0.0
36256,0.0
36432,0.0
36652,2.581
36828,3.797
37048,0.0
37224,0.0
37444,0.0
37620,0.0
37840,0.0
38060,0.0
38236,0.0
38456,0.0
38632,0.0
38852,0.0
39028,0.0
39248,0.0
39468,0.0
39644,0.0
39864,0.0
40040,0.0
40260,1.863
40436,13.208
40656,1.852
40832,0.0
41052,0.0
41272,0.0
41448,0.0
41668,0.0
41844,0.645
42064,0.0
42240,0.0
42460,0.0
42636,0.0
42856,0.0
43076,0.0
43252,0.0
43472,0.0
43648,0.0
43868,0.0
44044,0.0
44264,0.0
44440,0.0
44660,0.0
44880,0.0
