time_ms,cpu_percent
0,0.0
616,0.0
1848,20.755
2024,16.667
2244,16.774
2420,16.129
2640,17.532
2816,17.532
3036,23.457
3256,21.656
3432,24.204
3652,19.62
3828,13.462
4048,3.774
4224,0.0
4444,0.0
4620,0.0
4840,0.0
5060,0.0
5236,0.0
5456,0.0
5632,0.0
5852,0.0
6028,0.0
6248,0.0
6424,0.633
6644,0.0
6864,0.0
7040,0.0
7260,0.0
7436,0.0
7656,0.0
7832,0.0
8052,0.0
8272,0.0
8448,0.0
8668,0.0
8844,5.769
9064,12.658
9240,11.538
9460,24.675
9636,19.745
9856,18.471
10032,19.108
10252,8.176
10472,3.185
10648,6.41
10868,12.658
11044,6.494
11264,4.487
11440,4.459
11660,1.266
11836,0.0
12056,0.0
12276,0.637
12452,0.0
12672,0.0
12848,0.641
13068,0.0
13244,0.0
13464,0.637
13640,0.633
13860,0.633
14036,0.0
14256,0.0
14476,0.0
14652,0.0
14872,0.641
15048,12.5
15268,36.538
15444,24.204
15664,26.452
15840,21.569
16060,16.667
16280,0.0
16456,0.633
16676,0.0
16852,0.0
17072,0.0
17248,0.0
17468,0.0
17644,2.532
17864,8.176
18084,0.641
18260,0.0
18480,0.0
18656,0.0
18876,0.0
19052,0.0
19272,1.923
19492,0.0
19668,0.0
19888,0.0
20064,0.0
20284,0.633
20460,0.0
20680,0.0
20900,0.0
21076,0.0
21296,7.975
21472,1.29
21692,0.0
21868,0.0
22088,0.0
22264,0.0
22484,0.0
22660,0.0
22880,0.0
23100,0.0
23276,0.0
23496,0.0
23672,0.0
23892,0.0
24068,0.0
24288,0.0
24464,0.0
24684,0.0
24904,0.0
25080,0.0
25300,0.0
25476,3.205
25696,5.732
25872,4.516
26092,0.625
26268,0.0
26488,0.0
26708,0.0
26884,0.0
27104,0.0
27280,0.0
27500,0.0
27676,0.0
27896,0.0
28072,0.0
28292,0.0
28512,0.0
28688,0.0
28908,0.0
29084,0.0
29304,0.0
29480,0.0
29700,0.0
29876,0.0
30096,0.0
30316,6.875
30492,3.922
30712,9.032
30888,14.935
31108,9.434
31284,22.785
31504,15.432
31680,2.564
31900,0.0
32120,0.0
32296,0.0
32516,0.0
32692,0.0
32912,0.0
33088,0.0
33308,0.0
33484,0.0
33704,0.0
33924,0.0
34100,0.0
34320,0.0
34496,0.0
34716,0.0
34892,0.0
35112,0.641
35288,0.0
35508,3.185
35728,11.613
35904,15.823
36124,14.65
36300,7.792
36520,6.41
36696,3.846
36916,0.0
37092,3.871
37312,10.968
37532,14.103
37708,16.234
37928,9.494
38104,6.369
38324,12.102
38500,3.165
38720,0.629
38896,0.0
39116,0.0
39336,0.633
39512,0.0
39732,0.633
39908,0.0
