time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
2067,0,0
2597,0,0
3074,0,0
3604,0,0
4081,20939,6610
4611,0,0
5088,61376,3858
5618,0,0
6095,0,0
6625,0,0
7102,0,0
7632,0,0
8109,0,0
8639,0,0
9116,0,0
9646,0,0
10123,0,0
10653,0,0
11130,0,0
11660,0,0
12137,0,0
12667,0,0
13144,0,0
13674,0,0
14151,0,0
14681,0,0
15158,0,0
15688,0,0
16165,0,0
16695,0,0
17172,0,0
17649,0,0
18179,0,0
18656,0,0
19186,0,0
19663,0,0
20193,0,0
20670,1195,3320
21200,63316,2637
21677,0,0
22207,0,0
22684,0,0
23214,0,0
23691,0,0
24221,0,0
24698,0,0
25228,0,0
25705,0,0
26235,0,0
26712,0,0
27242,0,0
27719,0,0
28249,0,0
28726,0,0
29256,0,0
29733,0,0
30263,0,0
30740,0,0
31270,0,0
31747,0,0
32277,0,0
32754,0,0
33284,0,0
33761,0,0
34291,0,0
34768,0,0
35298,0,0
35775,0,0
36305,0,0
36782,0,0
37312,0,0
37789,0,0
38319,0,0
38796,63323,5015
39326,0,0
39803,0,0
40333,0,0
40810,0,0
41340,0,0
41817,0,0
42347,0,0
42824,0,0
43354,0,0
43831,0,0
44361,0,0
44838,0,0
45368,0,0
45845,0,0
46375,0,0
46852,0,0
47382,0,0
47859,0,0
48389,0,0
48866,0,0
49396,0,0
49873,0,0
