time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
1440,0,0
1935,27839,7174
2430,0,0
2970,0,206
3465,0,0
3960,0,0
4455,0,0
4950,0,0
5490,0,0
5985,0,0
6480,0,0
7020,0,0
7515,0,0
8055,0,0
8550,0,0
9090,0,0
9585,0,0
10125,0,0
10620,0,0
11115,0,0
11655,0,0
12150,0,0
12645,0,0
13185,0,0
13680,0,0
14175,0,0
14670,0,0
15210,0,0
15705,0,0
16245,0,0
16740,0,0
17235,0,0
17775,0,0
18270,0,0
18765,0,0
19305,0,0
19800,0,0
20295,0,0
20835,0,0
21330,0,0
21870,0,0
22410,0,0
22905,0,0
23400,0,0
23940,0,0
24435,0,0
24975,0,0
25470,0,0
25965,0,0
26505,0,0
27000,0,0
27540,0,0
28035,0,0
28530,0,0
29070,0,0
29565,0,0
30105,0,0
30600,0,0
31140,0,0
31635,0,0
32175,0,0
32670,0,0
33165,0,0
33705,0,0
34200,0,0
34695,0,0
35235,0,0
35730,0,0
36225,0,0
36765,0,0
37260,0,0
37755,0,0
38295,0,0
38790,0,0
39285,0,0
39825,0,0
40365,0,0
40860,0,0
41400,0,0
41895,0,0
42390,0,0
42930,0,0
43425,0,0
43965,0,0
44460,0,0
