time_ms,cpu_percent
0,0.0
572,0.0
1760,14.013
1936,25.316
2156,26.452
2376,14.465
2552,15.287
2772,15.19
2948,17.532
3168,21.384
3344,16.026
3564,8.333
3740,4.487
3960,1.282
4180,0.0
4356,0.0
4576,0.0
4752,0.0
4972,0.0
5148,0.0
5368,0.0
5544,0.0
5764,0.0
5940,0.0
6160,0.0
6380,0.0
6556,0.633
6776,0.0
6952,0.0
7172,0.0
7348,0.0
7568,0.0
7788,0.0
7964,0.0
8184,0.0
8360,1.22
8580,10.191
8756,3.774
8976,3.822
9196,0.0
9372,0.0
9592,0.0
9768,0.0
9988,0.0
10164,2.564
10384,6.289
10560,0.637
10780,0.0
10956,0.0
11176,0.0
11396,0.0
11572,0.0
11792,0.0
11968,0.0
12188,0.0
12364,0.0
12584,0.0
12760,0.0
12980,0.0
13200,0.0
13376,0.0
13596,0.0
13772,0.0
13992,0.0
14168,7.5
14388,17.197
14564,19.108
14784,0.633
15004,0.637
15180,0.0
15400,0.0
15576,0.0
15796,0.0
15972,0.0
16192,0.0
16412,0.0
16588,0.0
16808,0.0
16984,0.0
17204,0.0
17380,0.0
17600,0.0
17776,0.0
17996,0.0
18172,0.0
18392,0.0
18612,0.0
18788,0.0
19008,0.0
19184,0.0
19404,0.0
19580,0.0
19800,1.274
19976,11.392
20196,1.84
20416,0.0
20592,0.0
20812,0.0
20988,0.0
21208,0.0
21384,0.0
21604,0.633
21780,3.871
22000,1.274
22220,0.0
22396,0.0
22616,0.0
22792,0.0
23012,0.0
23188,0.0
23408,0.0
23628,0.0
23804,0.0
24024,0.0
24200,0.0
24420,0.0
24596,0.0
24816,0.0
24992,0.0
25212,0.0
25432,5.096
25608,0.629
25828,0.0
26004,0.0
26224,0.0
26400,0.0
26620,0.0
26796,0.0
27016,0.0
27236,0.0
27412,0.0
27632,0.0
27808,0.0
28028,0.0
28204,0.0
28424,0.0
28644,0.0
28820,0.0
29040,0.0
29216,0.0
29436,1.887
29612,0.0
29832,0.0
30008,0.0
30228,0.0
30448,0.0
30624,5.128
30844,8.28
31020,0.633
31240,0.0
31416,0.0
31636,0.0
31812,0.0
32032,0.0
32208,0.0
32428,1.282
32648,2.581
32824,0.0
33044,0.0
33220,0.0
33440,0.0
33616,0.0
33836,0.0
34012,0.0
34232,0.0
34452,0.0
34628,0.0
34848,0.0
35024,0.0
35244,0.0
35420,0.0
35640,0.0
35816,0.0
36036,3.125
36256,10.191
36432,16.981
36652,1.266
36828,0.0
37048,0.0
37224,0.0
37444,0.0
37620,0.0
37840,0.0
38060,6.289
38236,1.935
38456,0.0
38632,0.0
38852,0.0
39028,0.0
39248,0.0
39468,0.0
39644,0.0
39864,0.0
40040,0.0
40260,0.0
40436,0.0
40656,0.0
40832,0.0
41052,0.0
41272,0.0
41448,0.0
41668,10.828
41844,0.0
42064,0.0
42240,0.0
42460,0.0
42680,0.0
42856,0.0
43076,0.0
43252,0.0
43472,0.0
43648,0.0
43868,0.0
44044,0.0
44264,0.0
44440,0.0
44660,0.0
44880,0.0
