time_ms,cpu_percent
0,0.0
264,0.0
1452,12.903
1672,12.102
1848,12.658
2068,12.258
2288,12.903
2464,14.013
2684,14.465
2860,15.823
3080,13.125
3256,21.656
3476,15.823
3652,18.471
3872,15.823
4048,16.667
4268,16.561
4488,5.128
4664,0.0
4884,0.0
5060,0.0
5280,0.0
5456,0.0
5676,0.0
5852,1.911
6072,5.128
6292,1.266
6468,0.0
6688,0.629
6864,0.0
7084,0.0
7260,0.0
7480,0.633
7656,0.641
7876,0.0
8052,0.0
8272,0.0
8492,0.0
8668,0.0
8888,0.0
9064,0.0
9284,0.0
9460,15.625
9680,0.633
9856,0.0
10076,0.0
10296,0.0
10472,0.0
10692,0.0
10868,0.0
11088,0.0
11264,0.0
11484,0.0
11660,0.0
11880,0.0
12100,0.0
12276,0.625
12496,0.0
12672,0.0
12892,0.0
13068,0.0
13288,0.621
13508,0.0
13684,0.0
13904,0.0
14080,0.0
14300,0.0
14476,0.0
14696,0.637
14872,12.179
15092,8.696
15312,0.0
15488,0.0
15708,0.0
15884,0.0
16104,0.0
16280,0.0
16500,0.0
16720,0.0
16896,0.0
17116,0.0
17292,0.0
17512,0.0
17688,0.0
17908,0.0
18084,0.0
18304,0.0
18480,0.0
18700,0.0
18920,0.0
19096,0.641
19316,0.0
19492,0.0
19712,0.0
19888,0.0
20108,0.0
20284,3.822
20504,0.0
20724,0.0
20900,0.0
21120,0.0
21296,0.0
21516,0.0
21692,0.0
21912,0.0
22088,0.0
22308,0.0
22528,0.0
22704,0.0
22924,0.0
23100,0.0
23320,0.0
23496,0.0
23716,0.0
23936,0.0
24112,0.0
24332,0.0
24508,0.0
24728,0.0
24904,0.0
25124,0.0
25300,1.899
25520,20.253
25740,12.258
25916,6.536
26136,0.633
26312,0.0
26532,0.0
26752,0.0
26928,0.0
27104,0.0
27324,0.0
27544,1.899
27720,0.629
27940,0.0
28116,0.0
28336,0.0
28512,0.0
28732,0.0
28952,0.0
29128,0.0
29348,0.0
29524,0.0
29744,0.0
29920,0.0
30140,0.0
30316,0.0
30536,0.0
30756,0.0
30932,0.0
31152,1.274
31328,5.096
31548,0.0
31724,0.0
31944,0.0
32120,0.0
32340,0.0
32560,0.0
32736,0.0
32956,0.0
33132,0.0
33352,0.0
33528,0.0
33748,0.0
33924,0.0
34144,0.0
34364,0.0
34540,0.0
34760,0.0
34936,0.0
35156,0.0
35332,0.0
35552,0.0
35772,0.0
35948,0.0
36168,0.0
36344,0.0
36564,4.43
36740,7.692
36960,0.629
37180,0.0
37356,0.0
37576,0.0
37752,0.0
37972,0.0
38148,0.0
38368,0.0
38544,0.0
38764,0.0
38984,0.0
39160,0.0
39380,0.0
39556,0.0
39776,0.0
39952,0.0
40172,0.0
40348,0.0
40568,0.0
40788,0.0
40964,0.0
41184,0.0
41360,0.0
41580,0.0
41756,0.0
41976,1.887
42152,0.0
42372,0.0
42592,0.0
42768,0.0
42988,0.0
43164,0.0
43384,0.0
43560,0.0
43780,0.0
43956,0.0
44176,0.0
44396,0.0
44572,0.0
44792,0.0
