time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
1496,0,0
1980,0,0
2508,0,0
2992,0,0
3520,0,0
4004,0,0
4532,0,0
5016,0,0
5544,0,0
6072,0,0
6556,16553,1962
7084,0,2677
7612,0,0
8096,205,466
8624,406293,15374
9108,0,0
9636,0,0
10164,204,510
10648,547235,19743
11176,0,0
11660,27525,1963
12188,0,0
12716,201,487
13244,0,0
13728,0,464
14256,178626,6069
14784,0,0
15268,203,462
15796,257540,8986
16280,0,0
16808,246138,5835
17336,0,0
17864,18127,3930
18348,0,0
18876,199,484
19404,220185,3474
19888,0,0
20416,229087,8630
20944,0,0
21472,230096,8742
21956,0,0
22484,231358,8893
23012,0,0
23496,181176,7120
24024,0,0
24552,0,0
25036,207023,8059
25564,0,0
26092,8881,872
26576,0,0
27104,2649,5539
27588,21273,0
28116,0,0
28600,201,491
29128,0,0
29656,182259,7258
30184,0,0
30668,206,505
31196,186586,6444
31680,0,0
32208,210530,8366
32736,0,0
33220,201,491
33748,22442,327
34276,0,167
34760,22693,844
35288,0,0
35816,201,491
36300,0,0
36828,204,499
37356,286284,10140
37840,0,625
38368,0,0
38896,0,0
39424,278235,10708
39908,0,0
40436,241145,8122
40920,0,0
41448,238110,4136
41976,0,0
42504,0,0
42988,234911,4088
43516,0,0
44044,202,494
44528,345880,12468
