time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
1400,0,0
1880,0,0
2400,0,0
2880,0,0
3400,0,0
3920,0,0
4400,0,0
4920,0,0
5400,0,0
5920,0,0
6440,0,0
6920,0,0
7440,0,0
7960,0,0
8440,0,0
9000,0,0
9520,0,0
10040,0,0
10560,0,0
11080,0,0
11600,0,0
12120,0,0
12640,0,0
13160,0,0
13640,0,0
14160,0,0
14680,0,0
15160,0,0
15680,0,0
16160,0,0
16680,0,0
17200,0,0
17680,0,0
18200,0,0
18720,0,0
19200,0,0
19720,0,0
20200,0,0
20720,0,0
21240,0,0
21720,0,0
22240,0,0
22760,0,0
23240,0,0
23760,0,0
24280,0,0
24760,0,0
25280,0,0
25760,22775,5647
26280,0,0
26800,5014203,66429
27280,7768886,71374
27800,4836143,55790
28320,8598387,55103
28840,4895816,58546
29360,6944142,83724
29840,6313811,22311
30360,6808616,110180
30880,6813444,5583
31360,6832295,106193
31880,0,0
32360,0,0
32880,214020,2988
33360,0,0
33880,188451,1862
34400,0,451
34880,173593,3898
35400,0,1139
35880,0,0
36400,214494,4397
36920,0,610
37400,0,0
37920,205,498
38440,0,0
38920,198855,7853
39440,0,0
