time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
2107,0,0
2597,0,0
3087,0,0
3626,0,0
4116,0,0
4606,0,0
5096,12837,2032
5635,0,0
6125,0,0
6615,0,0
7105,22740,1081
7644,0,3476
8134,13370,309
8624,0,1870
9114,16585,4302
9653,0,0
10143,0,0
10633,0,0
11172,0,0
11662,0,0
12152,0,0
12642,0,0
13181,0,0
13671,16782,3327
14161,404932,15523
14700,376870,2852
15190,555298,19937
15680,0,0
16170,0,0
16709,0,0
17199,0,0
17689,0,0
18179,16108,3325
18718,124594,15181
19208,878834,24937
19698,0,0
20237,45017,15490
20727,0,0
21217,14802,4763
21756,10938,0
22246,0,5438
22736,227573,7765
23275,0,20143
23765,318318,23046
24255,0,2424
24745,0,0
25284,0,0
25774,0,0
26264,13159,3321
26803,148167,15624
27293,0,0
27783,0,0
28273,5351,6575
28812,0,0
29302,0,0
29792,0,0
30282,0,0
30821,0,0
31311,0,0
31801,0,0
32340,0,0
32830,0,0
33320,0,0
33810,0,0
34349,0,0
34839,0,0
35329,0,0
35868,0,0
36358,0,0
36848,0,0
37387,0,0
37877,202,1244
38367,12656,0
38906,8385,7174
39396,95097,18302
39886,0,0
40376,0,0
40915,0,0
41405,0,0
41895,0,0
42434,5978,412
42924,0,0
43414,0,0
43904,15149,6175
44443,1184477,15076
44933,0,0
45472,242106,18212
45962,0,0
46452,12411,1103
46991,0,2889
47481,82017,30108
47971,0,0
48510,2314,2314
49000,0,0
49490,0,0
