time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
1540,0,0
2024,0,0
2552,2094,6628
3036,0,0
3520,0,0
4048,0,0
4576,0,0
5104,0,0
5588,0,0
6116,0,0
6600,16540,1960
7128,0,2484
7612,0,0
8140,203,461
8668,277560,10591
9152,0,0
9680,0,0
10208,293039,11119
10692,0,0
11220,0,0
11704,204,496
12232,29643,782
12760,0,0
13244,0,0
13772,42706,2088
14300,97942,3186
14784,0,0
15312,202,460
15796,252843,10536
16324,0,0
16852,243612,6212
17380,0,0
17864,18609,4199
18392,0,0
18876,228558,4585
19404,0,0
19932,205,496
20416,226310,4397
20944,0,0
21472,233216,9050
22000,0,0
22484,236226,9096
23012,0,0
23496,204,499
24024,183329,6226
24508,0,0
25036,211268,8415
25520,0,0
26048,10704,1115
26576,0,0
27104,2608,5458
27588,22132,0
28116,0,0
28600,203,498
29128,0,0
29656,186505,7174
30140,0,0
30668,189081,7637
31152,0,0
31680,0,0
32208,212285,8198
32692,0,0
33220,202,493
33748,27560,565
34232,0,0
34760,22533,813
35288,0,0
35772,201,493
36300,0,0
36828,279123,10515
37356,0,0
37840,186705,7266
38368,0,0
38852,0,0
39380,282124,11894
39908,0,0
40392,237371,6523
40920,0,0
41448,0,0
41932,239265,2124
42460,0,0
42988,237105,2437
43472,0,0
44000,167333,4002
44528,10272,8434
