time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
1628,0,0
2112,0,0
2596,0,0
3124,3870,5416
3608,0,0
4136,0,0
4620,0,0
5148,0,0
5632,0,0
6160,0,0
6644,0,0
7172,0,0
7700,0,0
8228,0,0
8756,0,0
9240,0,0
9768,0,0
10252,0,0
10780,0,0
11308,0,0
11836,0,0
12320,0,0
12848,0,0
13376,0,0
13860,0,0
14388,0,0
14872,0,0
15400,0,0
15884,0,0
16412,0,0
16896,0,0
17380,0,0
17908,0,0
18392,0,0
18920,0,0
19404,0,0
19932,0,0
20416,0,0
20944,0,0
21428,0,0
21956,0,0
22440,0,0
22968,0,0
23452,0,0
23980,0,0
24464,0,0
24992,0,0
25520,0,0
26004,0,0
26532,0,0
27060,0,0
27588,0,0
28072,0,0
28600,0,0
29084,0,0
29612,0,0
30140,0,0
30624,0,0
31152,0,0
31636,0,0
32164,0,0
32648,0,0
33176,0,0
33660,0,0
34188,0,0
34672,0,0
35200,0,0
35728,0,0
36256,0,0
36740,0,0
37268,0,0
37796,0,0
38324,0,0
38852,0,0
39336,0,0
39864,0,0
40392,0,0
40876,0,0
41404,0,0
41932,0,0
42416,0,0
42944,0,0
43472,0,0
43956,0,0
44484,0,0
