time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
2548,0,0
3087,0,0
3577,0,0
4067,4181,13617
4557,0,0
5096,0,0
5586,0,0
6076,0,0
6615,0,0
7105,0,0
7595,0,0
8085,0,0
8624,0,0
9114,16729,1967
9604,0,2096
10094,0,0
10633,0,587
11123,206,0
11662,106051,3815
12152,0,0
12642,206,501
13132,68440,4481
13671,57980,937
14161,536358,17053
14651,0,0
15190,5897086,33579
15680,270953,6593
16170,13912446,113602
16709,0,0
17199,1535775,61398
17689,7005215,33110
18179,4725595,90905
18718,6586508,45576
19208,5565071,138443
19698,7932407,96337
20237,2549046,87637
20727,0,0
21217,213818,6078
21756,0,0
22246,186226,7802
22736,0,0
23275,0,0
23765,162051,6289
24255,0,0
24794,163035,4273
25284,0,0
25774,163061,6496
26264,0,0
26803,181067,6613
27293,0,0
27783,0,0
28322,117309,8191
28812,0,0
29302,153018,3187
29841,0,0
30331,165824,3116
30821,0,0
31311,59340,2272
31850,0,0
32340,0,0
32830,156352,5772
33369,0,0
33859,0,0
34349,129416,5463
34839,0,0
35378,97109,4018
35868,0,0
36358,116836,4340
36897,0,0
37387,536,536
37877,162019,4239
38367,0,0
38906,16734,1975
39396,3873,4753
39886,0,0
40376,433623,8563
40915,0,0
41405,206,504
41895,91127,3009
42434,0,0
42924,0,0
43414,0,0
43953,0,0
44443,0,0
44933,0,0
45423,0,0
45962,0,0
46452,0,0
46942,0,0
47432,1403,1610
47971,0,0
48461,0,0
48951,0,0
49490,0,0
