time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
1320,0,0
1804,0,0
2288,0,0
2816,38318,8512
3300,4921,13163
3828,10606,0
4312,0,0
4840,0,0
5324,0,0
5852,0,0
6336,0,0
6820,0,0
7348,0,0
7832,0,0
8360,0,0
8844,0,0
9372,0,0
9856,0,0
10384,0,0
10912,0,0
11396,0,0
11924,0,0
12408,0,0
12936,0,0
13420,0,0
13948,0,0
14476,0,0
14960,0,0
15444,0,0
15972,0,0
16456,0,0
16984,0,0
17468,0,0
17996,0,0
18480,0,0
19008,0,0
19536,0,0
20020,0,0
20504,444,1423
21032,77921,35309
21560,0,0
22044,0,0
22572,0,0
23100,0,0
23584,0,0
24112,0,0
24596,0,0
25124,0,0
25608,0,0
26136,0,0
26664,0,0
27148,0,0
27676,0,0
28160,0,0
28688,0,0
29172,0,0
29700,0,0
30184,0,0
30712,0,0
31196,0,0
31724,0,0
32208,0,0
32736,0,0
33220,0,0
33748,0,0
34232,0,0
34760,0,0
35244,0,0
35772,34956,11741
36256,1622993,36486
36784,0,26790
37268,490554,3642
37796,840336,33659
38280,0,0
38764,1058281,40841
39292,0,0
39776,1277664,33854
40304,0,0
40788,530485,104160
41272,0,0
41800,39775,2320
42284,31350,2673
42812,0,436
43296,75325,2517
43824,0,0
44308,24825,14088
44836,0,0
