time_ms,memory_kbytes
0,0
1078,0
2058,5308
2303,5612
2597,6208
2842,7060
3136,8656
3332,9804
3626,11232
3822,12516
4116,22332
4410,31588
4753,30520
4949,31084
5194,30652
5488,30972
5733,31420
5929,31412
6174,31656
6419,31756
6664,32076
6909,31712
7154,31700
7448,31672
7644,31672
7889,31672
8183,31624
8428,31624
8673,31624
8918,31624
9163,31624
9408,31564
9702,32120
9947,32180
10143,32208
10437,32208
10682,32208
10927,32208
11172,32208
11417,32208
11662,32208
11907,32208
12152,32208
12446,32208
12642,32208
12936,32208
13181,32208
13426,32208
13671,32208
13916,32208
14161,32208
14406,32208
14651,32208
14896,32208
15190,32272
15484,32548
15680,32556
15925,32556
16170,32556
16415,32556
16660,32556
16954,32556
17150,32556
17395,32556
17689,32556
17934,32556
18179,32556
18424,32556
18669,32556
18914,32556
19159,32556
19404,32556
19649,32556
19894,32556
20188,32556
20433,32556
20727,32596
20972,27256
21217,32660
21462,30580
21707,30580
21952,32176
22197,32176
22442,32176
22736,34288
22932,31192
23177,31192
23422,31192
23667,31192
23912,31192
24206,31192
24451,31192
24696,31192
24941,31192
25186,31200
25431,31200
25676,31200
25921,31200
26166,31180
26460,31436
26705,31452
26950,31452
27195,31452
27440,31452
27685,31452
27930,31452
28175,31452
28420,31452
28665,31452
28959,31452
29204,31452
29449,31452
29694,31452
29939,31452
30184,31452
30429,31456
30674,31456
30968,31456
31213,31456
31458,31708
31948,35040
32242,34424
32536,34192
32781,34596
33124,35068
33320,35096
33565,35096
33810,35096
34055,35096
34300,35096
34545,35096
34790,35096
35035,35096
35280,35096
35525,35096
35819,35112
36064,35112
36309,35112
36554,35112
36799,35112
37044,35104
37289,35104
37534,35104
37779,35104
38024,35104
38318,35124
38612,35204
38808,35208
39053,35208
39298,35208
39543,35208
39837,35208
40033,35208
40278,35208
40572,35208
40817,35208
41062,35208
41307,35208
41552,35208
41797,35208
42042,35208
42287,35208
42532,35208
42826,35208
43071,35208
43316,35208
43561,35208
43855,35296
44100,35496
44296,35496
44541,35496
44786,35496
45031,35496
45325,35496
45570,35496
45815,35496
46060,35496
46305,35496
46550,35496
46844,35496
47040,35496
47285,35496
47579,35496
47824,35496
48069,35496
48314,35496
48559,35496
48804,35496
49049,35496
49441,24528
49686,24472
49784,4912
