time_ms,cpu_percent
0,0.0
833,0.0
2058,26.582
2254,25.0
2450,28.205
2646,29.114
2842,10.0
3087,23.75
3283,34.177
3479,42.308
3675,31.646
3871,35.0
4067,43.75
4263,34.615
4459,20.0
4655,26.582
4851,27.5
5047,29.114
5243,38.462
5488,46.25
5684,38.961
5880,33.75
6076,16.667
6272,0.0
6468,0.0
6664,0.0
6860,1.266
7056,0.0
7252,0.0
7448,0.0
7644,0.0
7889,0.0
8085,1.25
8281,0.0
8477,0.0
8673,0.0
8869,1.266
9065,0.0
9261,0.0
9457,0.0
9653,13.75
9849,19.737
10094,6.25
10290,1.266
10486,0.0
10682,0.0
10878,0.0
11074,0.0
11270,0.0
11466,0.0
11662,0.0
11858,0.0
12054,0.0
12250,0.0
12495,0.0
12691,0.0
12887,0.0
13083,0.0
13279,0.0
13475,0.0
13671,0.0
13867,0.0
14063,0.0
14259,0.0
14455,0.0
14651,0.0
14896,0.0
15092,0.0
15288,18.182
15484,33.333
15680,1.282
15876,1.266
16072,0.0
16268,0.0
16464,0.0
16660,0.0
16856,0.0
17052,0.0
17297,0.0
17493,0.0
17689,0.0
17885,0.0
18081,0.0
18277,0.0
18473,0.0
18669,0.0
18865,0.0
19061,0.0
19257,0.0
19453,0.0
19698,0.0
19894,0.0
20090,0.0
20286,0.0
20482,0.0
20678,0.0
20874,22.785
21070,27.059
21266,16.667
21462,1.266
21707,1.235
21903,0.0
22099,0.0
22295,0.0
22491,0.0
22687,7.692
22883,16.456
23079,0.0
23275,0.0
23471,0.0
23667,0.0
23863,0.0
24108,1.282
24304,0.0
24500,0.0
24696,0.0
24892,0.0
25088,2.532
25284,0.0
25480,0.0
25676,0.0
25872,0.0
26117,1.25
26313,0.0
26509,9.877
26705,0.0
26901,0.0
27097,1.282
27293,0.0
27489,1.25
27685,0.0
27881,0.0
28077,0.0
28273,0.0
28518,0.0
28714,0.0
28910,0.0
29106,1.22
29302,0.0
29498,0.0
29694,0.0
29890,0.0
30086,1.25
30282,0.0
30478,1.282
30674,0.0
30919,0.0
31115,1.266
31311,0.0
31507,0.0
31703,20.779
31899,8.537
32095,12.821
32291,21.795
32487,14.815
32683,32.051
32879,40.0
33075,39.241
33320,37.179
33516,2.439
33712,0.0
33908,0.0
34104,0.0
34300,0.0
34496,0.0
34692,0.0
34888,0.0
35084,0.0
35280,0.0
35476,0.0
35721,1.235
35917,0.0
36113,0.0
36309,0.0
36505,0.0
36701,0.0
36897,0.0
37093,0.0
37289,0.0
37485,0.0
37681,0.0
37877,0.0
38122,0.0
38318,0.0
38514,5.128
38710,20.513
38906,6.41
39102,0.0
39298,0.0
39494,0.0
39690,0.0
39886,0.0
40082,0.0
40327,0.0
40523,0.0
40719,0.0
40915,0.0
41111,0.0
41307,0.0
41503,0.0
41699,0.0
41895,0.0
42091,0.0
42287,0.0
42483,0.0
42728,0.0
42924,0.0
43120,0.0
43316,0.0
43512,0.0
43708,0.0
43904,0.0
44100,23.75
44296,16.25
44492,0.0
44688,0.0
44884,0.0
45129,0.0
45325,0.0
45521,0.0
45717,0.0
45913,0.0
46109,0.0
46305,0.0
46501,0.0
46697,0.0
46893,0.0
47089,0.0
47285,0.0
47530,0.0
47726,0.0
47922,0.0
48118,0.0
48314,0.0
48510,0.0
48706,0.0
48902,0.0
49098,0.0
49294,0.0
49490,3.704
49686,10.127
49931,22.5
