time_ms,cpu_percent
0,0.0
396,0.0
1584,13.376
1760,12.963
1980,18.065
2156,17.089
2376,15.924
2596,12.903
2772,10.759
2992,0.0
3168,0.633
3388,0.0
3564,0.0
3784,0.0
3960,0.0
4180,0.0
4400,0.0
4576,0.0
4796,0.0
4972,0.0
5192,0.0
5368,0.0
5588,0.0
5764,0.0
5984,0.0
6204,0.0
6380,0.0
6600,0.0
6776,0.629
6996,0.0
7172,0.0
7392,0.0
7612,0.0
7788,3.106
8008,10.828
8184,18.354
8404,16.456
8580,0.0
8800,1.911
8976,0.0
9196,0.0
9372,1.935
9592,0.0
9812,0.641
9988,0.0
10208,0.0
10384,0.645
10604,0.0
10780,0.0
11000,0.0
11176,0.0
11396,1.274
11616,0.0
11792,0.637
12012,0.0
12188,0.0
12408,1.266
12584,0.0
12804,0.0
12980,0.0
13200,0.0
13376,1.274
13596,0.629
13816,2.532
13992,0.0
14212,0.617
14388,0.0
14608,0.0
14784,1.266
15004,0.0
15224,0.0
15400,0.0
15620,0.0
15796,0.637
16016,0.0
16192,0.633
16412,0.0
16588,0.0
16808,1.29
17028,0.0
17204,0.637
17424,0.0
17600,0.0
17820,0.0
17996,0.0
18216,1.266
18392,0.0
18612,0.0
18788,12.422
19008,1.274
19228,0.645
19404,0.0
19624,0.0
19800,0.0
20020,0.0
20196,0.0
20416,1.274
20592,0.0
20812,0.0
21032,0.0
21208,0.0
21428,0.0
21604,0.0
21824,0.0
22000,0.0
22220,0.0
22440,0.0
22616,0.0
22836,0.633
23012,0.0
23232,0.0
23408,0.0
23628,0.0
23804,0.0
24024,0.0
24244,11.538
24420,14.557
24640,0.629
24816,0.0
25036,0.625
25212,0.0
25432,1.274
25608,0.0
25828,0.0
26004,1.282
26224,0.0
26444,0.0
26620,0.0
26840,0.0
27016,0.637
27236,0.0
27412,0.0
27632,0.0
27852,0.0
28028,0.629
28248,0.0
28424,1.266
28644,0.0
28820,0.0
29040,0.637
29216,0.0
29436,0.0
29612,0.0
29832,4.375
30052,0.0
30228,0.0
30448,0.0
30624,0.0
30844,0.0
31020,0.0
31240,0.0
31460,0.0
31636,0.0
31856,0.0
32032,0.0
32252,0.0
32428,0.0
32648,0.0
32824,0.0
33044,0.0
33264,0.0
33440,0.0
33660,0.0
33836,0.0
34056,0.0
34232,0.0
34452,0.0
34628,0.0
34848,0.0
35068,3.205
35244,11.392
35464,0.641
35640,0.0
35860,0.0
36036,0.0
36256,0.0
36476,0.0
36652,0.0
36872,2.516
37048,1.887
37268,0.0
37444,0.0
37664,0.0
37840,0.0
38060,0.0
38280,0.0
38456,0.0
38676,0.0
38852,0.0
39072,0.0
39248,0.0
39468,0.0
39644,0.0
39864,0.0
40084,0.0
40260,0.0
40480,1.266
40656,3.797
40876,0.0
41052,0.0
41272,0.0
41448,0.0
41668,0.0
41888,0.0
42064,0.0
42284,0.0
42460,0.0
42680,0.0
42856,0.0
43076,0.0
43252,0.0
43472,0.0
43692,0.0
43868,0.0
44088,0.0
44264,0.0
44484,0.0
44660,0.0
44880,0.0
