time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
1521,0,0
2028,0,0
2535,17438,9568
3042,24974,14290
3549,10849,3356
4056,0,0
4563,0,0
5070,0,0
5577,0,0
6084,0,0
6591,0,0
7098,0,0
7644,0,0
8151,0,0
8658,0,0
9165,0,0
9711,0,0
10218,0,0
10725,0,0
11232,0,0
11739,0,0
12246,0,0
12753,0,0
13260,0,0
13767,0,0
14274,0,0
14781,0,0
15288,0,0
15795,0,0
16302,0,0
16809,0,0
17316,0,0
17862,0,0
18369,0,0
18876,0,0
19383,0,0
19890,12575,4248
20397,155946,37960
20904,0,0
21411,0,0
21918,0,0
22464,0,0
22971,0,0
23478,0,0
23985,0,0
24492,261574,14596
24999,9961764,258193
25506,0,0
26013,993490,54015
26520,168872,14622
26988,0,0
27495,25418,8236
28002,0,0
28509,0,0
29016,0,0
29523,0,0
30030,0,0
30537,0,0
31044,0,0
31551,0,0
32058,0,0
32604,0,0
33111,5326,8504
33618,0,0
34125,0,0
34632,0,0
35139,0,0
35646,0,0
36153,0,0
36660,0,0
37167,0,0
37674,0,0
38181,0,0
38649,0,0
39156,0,0
39663,0,0
