time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
1470,0,0
1960,0,0
2450,0,0
2989,0,0
3479,0,0
3969,0,0
4459,0,0
4998,0,0
5488,0,0
5978,0,0
6468,0,0
7007,0,0
7497,0,0
7987,0,0
8526,0,0
9016,0,0
9506,0,0
10045,0,0
10535,0,0
11025,0,0
11515,0,0
12054,0,0
12544,0,0
13034,0,0
13573,0,0
14063,0,0
14553,0,0
15043,0,0
15582,0,0
16072,0,0
16562,0,0
17101,0,0
17591,0,0
18081,0,0
18620,0,0
19110,0,0
19600,0,0
20139,0,0
20629,0,0
21119,0,0
21658,0,0
22148,0,0
22638,0,0
23128,0,0
23667,0,0
24157,0,0
24647,0,0
25186,0,0
25676,0,0
26166,0,0
26656,0,0
27195,0,0
27685,0,0
28224,0,0
28714,0,0
29253,0,0
29743,0,0
30282,0,0
30772,0,0
31311,0,0
31801,0,0
32291,0,0
32781,0,0
33320,0,0
33810,0,0
34300,0,0
34790,0,0
35329,0,0
35819,0,0
36309,0,0
36848,0,0
37338,0,0
37828,0,0
38318,0,0
38857,0,0
39347,0,0
39837,0,0
40376,0,0
40866,0,0
41356,0,0
41895,0,0
42385,0,0
42875,0,0
43365,0,0
43904,0,0
44394,0,0
44884,0,0
45423,0,0
45913,0,0
46452,0,0
46942,0,0
47481,0,0
47971,0,0
48461,435,1376
49000,20415,8261
49539,0,0
