time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
1443,0,0
1950,0,0
2457,0,0
2964,0,0
3471,0,0
3978,0,0
4485,0,0
4992,0,0
5499,0,0
6006,0,0
6513,0,0
7020,21950,5749
7527,43295,0
8073,7252249,75096
8580,4937067,0
9087,10260350,72457
9594,1189173,0
10101,11378154,81071
10647,2468506,0
11154,11876332,70820
11661,1023042,0
12168,10759559,86788
12675,479425,675
13182,9881346,55667
13689,2135860,0
14196,11449675,47634
14742,3818128,9388
15249,1933847,17850
15756,0,0
16263,202331,7495
16770,0,0
17277,160525,2865
17784,0,0
18291,97170,1884
18798,0,0
19344,0,0
19851,106830,4320
20358,0,0
20904,0,0
21411,153316,5901
21918,0,0
22425,153051,3369
22932,0,0
23439,200246,7857
23985,0,0
24492,0,0
24999,151435,5874
25545,33415,0
26052,0,495
26559,0,0
27066,151560,5759
27573,0,0
28080,0,0
28626,142942,5497
29133,0,0
29640,202163,6137
30186,0,0
30693,157864,4123
31200,0,0
31707,226531,4093
32253,0,0
32760,203201,3596
33267,0,0
33774,0,0
34281,200,484
34788,142633,3043
35295,1783,643
35802,0,1125
36309,0,0
36855,190132,8830
37362,0,0
37869,197598,3889
38415,0,0
38922,150165,5440
39429,0,0
