time_ms,received_bytes_sec,sent_bytes_sec
0,0,0
1540,0,0
2068,0,0
2552,1052,12858
3080,2031,0
3564,0,0
4092,0,0
4576,0,0
5104,0,0
5588,0,0
6116,0,0
6600,0,0
7128,22729,5634
7612,0,0
8140,206,469
8624,0,0
9152,409983,10636
9636,0,0
10164,0,0
10648,553737,21218
11176,0,0
11660,206,501
12188,29326,763
12672,0,0
13200,18427,4387
13684,0,0
14212,186786,3990
14696,0,0
15224,0,469
15708,260249,8860
16236,0,0
16720,251054,9591
17248,0,0
17732,2339,5041
18260,0,0
18744,0,0
19272,231146,4645
19756,0,0
20284,228462,4793
20768,0,0
21296,243440,5104
21780,0,0
22264,0,0
22792,238068,4833
23320,0,0
23804,180602,3892
24332,0,0
24816,206,504
25344,208438,7129
25828,0,0
26356,8965,880
26840,0,0
27368,3133,5670
27852,20793,0
28380,0,0
28864,206,504
29392,0,0
29876,185701,7176
30404,0,0
30888,188313,4015
31416,0,0
31944,0,0
32428,209283,12067
32956,0,0
33484,198,484
33968,27955,592
34496,0,0
34980,27825,1062
35508,0,0
36080,190,465
36564,0,0
37092,279969,10354
37576,0,0
38104,199,488
38632,285902,10034
39116,0,0
39600,285793,11009
40128,0,0
40656,247385,9617
41140,0,0
41668,200,485
42196,234402,8101
42724,0,0
43252,235062,9090
43736,0,0
44264,352368,16484
44792,0,0
